Record_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
2843,2023-01-28,BUY_53549,Italy,IT Software,,89068304,4032,GDPR,1,0.37,0,Unknown,1,10096,1,0.09,Email,NA,1,0,1,1,-0.07
2844,2024-08-19,BUY_67989,UAE,Solar,,54289696,5324,IEC,1,0.46,0,1,0,18629,1,0.3,Email,NA,0,0,0,0,1
2845,2023-12-25,BUY_70561,USA,Medical Devices,1511,133172912,3070,None,1,0.52,1,Unknown,0,2278,1,0.53,WhatsApp,,0,0,0,0,-0.41
2846,2024-03-04,BUY_24546,Germany,Solar,,104979767,747,TUV,1,0.14,1,0,0,8910,1,0.53,LinkedIn,,0,0,0,1,0.86
2847,2024-06-16,BUY_49700,Japan,Engineering,,79723364,3894,None,1,0.82,1,Unknown,1,6789,1,0.43,Email,NA,1,0,1,0,0.36
2848,2024-06-28,BUY_51846,UK,Machinery,,7765068,5551,None,1,0.63,0,1,0,876,1,0.11,Email,NA,1,0,1,1,0.5
2849,2023-06-06,BUY_33514,USA,Auto Parts,6396,8469881,3460,None,1,0.85,1,Unknown,1,16763,1,0.52,,0.08,1,1,1,1,0.61
2850,2021-02-03,BUY_11862,UAE,Electronics,,150767809,6351,None,1,0.46,1,1,1,18681,0,0.1,Call,0.12,0,0,0,1,-0.63
2851,2024-12-27,,Italy,Solar,,161990041,5929,None,0,0.26,1,0,1,1387,0,0.71,,0,0,1,0,0,-0.85
2852,2023-11-06,BUY_63505,Canada,Chemicals,5892,30714758,1748,RoHS,1,0.85,1,0,0,18999,1,0.85,,0.81,1,0,0,0,0.44
2853,2024-11-14,BUY_81367,Netherlands,Medical Devices,4316,151215253,2386,ISO9001,0,1,0,Unknown,0,2660,1,0.7,,NA,1,1,0,1,0.11
2854,2024-08-18,BUY_25206,UAE,IT Software,4041,83805348,3410,GDPR,0,0.28,0,0,0,10453,1,0.89,Email,,0,0,0,0,-0.23
2855,2022-03-27,BUY_70425,Canada,Medical Devices,6175,199915792,5884,None,0,0.69,1,0,0,3628,0,0.13,Call,,1,1,0,0,-0.26
2856,2022-04-23,BUY_97143,Netherlands,Textiles,3894,36505702,2822,None,0,0.58,0,Unknown,0,14676,0,0.11,WhatsApp,,1,1,0,1,-0.39
2857,2023-01-11,BUY_82635,Singapore,Textiles,703,127281520,3590,ISO9001,1,0.42,1,0,1,2681,0,0.78,WhatsApp,0.65,0,0,1,0,-0.93
2858,2023-04-15,BUY_51384,Italy,Textiles,4574,3931694,2965,ISO9001,0,0.54,1,1,1,11144,1,0.52,Call,,0,0,0,1,-0.32
2859,2022-03-03,BUY_69977,Singapore,Auto Parts,4834,39758332,6997,ISO9001,0,0.1,1,Unknown,1,8055,0,0.98,Call,NA,1,1,1,1,-0.32
2860,2023-08-09,BUY_38726,UAE,Pharmaceuticals,,143538797,120,None,0,0.39,0,Unknown,0,11721,1,0.2,WhatsApp,,0,1,1,1,-0.68
2861,2023-03-12,BUY_15124,Netherlands,Solar,5861,33248954,1064,TUV,1,0.22,0,Unknown,0,15684,0,0.4,,0.65,1,0,0,1,0.69
2862,2021-11-18,BUY_86565,Australia,Textiles,5158,126513641,4385,None,1,0.91,1,0,1,13354,0,0.75,Email,,1,0,0,1,-0.44
2863,2022-08-17,BUY_24309,Singapore,Machinery,,25076195,5387,None,1,0.37,1,0,1,19339,0,0.43,Email,NA,0,0,1,0,0.49
2864,2021-03-31,BUY_88252,Japan,IT Software,2514,171181116,6209,ISO27001,0,0.95,1,0,0,11241,1,0.17,WhatsApp,0.65,0,0,0,0,-0.07
2865,2021-11-23,BUY_64062,France,IT Software,,169390456,1531,None,1,0.95,1,0,0,7499,1,0.83,Email,0.2,0,0,1,1,-0.23
2866,2024-06-05,BUY_13435,Germany,Machinery,5951,46052803,5598,ISO9001,1,0.17,1,1,1,7302,0,0.93,Email,0.15,1,0,1,0,0.87
2867,2022-07-28,BUY_49826,Italy,Medical Devices,6721,184614628,785,ISO9001,1,0.08,0,0,1,13952,0,0.14,LinkedIn,NA,0,0,1,0,0.96
2868,2023-04-13,BUY_55282,Japan,Solar,,59932863,5633,UL,0,0.38,0,1,0,19035,0,0.84,LinkedIn,NA,1,1,1,1,0.36
2869,2024-04-02,BUY_72574,UAE,Pharmaceuticals,,121918368,261,WHO-GMP,1,0.08,0,1,0,11654,0,0.5,LinkedIn,NA,0,0,1,1,-0.09
2870,2023-06-20,BUY_45217,Germany,Engineering,3164,53602535,2899,ISO14001,0,0.41,0,Unknown,0,4880,0,0.06,,0.31,1,1,0,1,0.54
2871,2024-03-25,BUY_89001,UAE,Engineering,7634,107321483,3300,ISO9001,1,0.31,1,0,0,18865,1,0.25,Email,NA,0,1,0,1,0.87
2872,2024-02-15,BUY_79198,UAE,Textiles,4815,176779753,6965,None,0,0.62,1,0,1,4830,1,0.97,Email,NA,1,0,1,0,-0.58
2873,2022-12-21,BUY_23623,Japan,Auto Parts,,82774998,6152,None,1,0.47,1,Unknown,1,8461,0,0.53,WhatsApp,,1,0,0,0,-0.31
2874,2023-05-02,BUY_94577,Japan,Electronics,321,90735975,3017,ISO9001,1,0.25,1,Unknown,1,8481,1,0.85,Call,,0,0,1,0,-0.12
2875,2022-01-16,BUY_35154,UAE,Solar,4454,142061413,6848,UL,0,0.74,1,1,1,8865,0,0.62,LinkedIn,0.34,1,0,1,1,0.9
2876,2023-05-16,BUY_46707,Netherlands,Solar,,198683418,3049,IEC,1,0.76,0,0,0,17748,1,0.39,Call,0.18,0,0,0,1,0.5
2877,2021-03-31,BUY_61419,Germany,Solar,7557,105973995,3085,None,1,0.55,1,1,1,10795,1,0.87,WhatsApp,NA,0,0,0,1,-0.61
2878,2022-08-01,BUY_37162,Italy,Machinery,,19335028,1415,None,1,0.39,1,1,0,11780,1,0.35,,NA,1,1,1,1,0.87
2879,2024-07-04,BUY_39702,Germany,Solar,,183232981,1708,None,1,0.24,0,Unknown,1,17855,0,0.06,,,0,0,1,0,-0.96
2880,2023-11-22,BUY_44197,Netherlands,Medical Devices,4263,64905832,1942,ISO9001,0,0.41,1,0,1,16110,0,0.17,LinkedIn,,0,0,0,1,-0.7
2881,2025-01-25,BUY_84889,Japan,Machinery,,141366453,6656,ISO9001,0,0.39,1,0,1,16977,0,0.52,,0.01,0,0,1,0,-0.14
2882,2024-08-21,BUY_36792,Canada,IT Software,7942,163960712,1131,ISO27001,1,0.73,1,0,1,1569,1,0.15,LinkedIn,,0,1,0,0,0.72
2883,2024-09-11,BUY_29791,Netherlands,Solar,355,43442569,4294,TUV,0,0.75,1,Unknown,1,14806,0,0.43,Call,NA,1,0,1,1,0.43
2884,2024-11-03,BUY_93379,UK,Machinery,6601,76731493,4733,None,1,0.04,0,0,1,12644,1,0.58,Call,0.94,0,0,0,0,-0.3
2885,2024-10-05,BUY_39071,Singapore,Solar,,136629765,1287,None,1,0.33,1,Unknown,1,17559,0,0.89,WhatsApp,0.37,1,1,1,1,0.39
2886,2023-10-19,BUY_12131,France,Auto Parts,,137356880,5998,None,1,0,0,Unknown,0,17169,1,0.82,WhatsApp,0.14,0,0,0,0,0.46
2887,2023-07-12,BUY_55980,Netherlands,Chemicals,4281,124922656,4220,ISO14001,0,0.36,1,1,0,8859,1,0.04,LinkedIn,0.08,1,0,0,1,0.66
2888,2024-06-20,BUY_25007,Australia,Pharmaceuticals,675,67781830,3337,None,0,0.07,1,0,1,121,1,0.93,LinkedIn,0.89,1,1,1,1,0.13
2889,2021-09-07,,Canada,Auto Parts,3673,175524195,6529,ISO9001,0,0.41,0,0,1,16755,1,0.26,Email,NA,1,1,0,1,-0.48
2890,2021-07-20,BUY_51856,Germany,Pharmaceuticals,7277,113847540,1965,WHO-GMP,1,0.64,1,0,0,5109,0,0.43,WhatsApp,NA,0,0,0,0,0.04
2891,2021-05-02,BUY_67833,Germany,Medical Devices,346,88921277,980,None,1,0.89,0,1,0,1874,1,0.09,LinkedIn,,0,0,0,1,0.31
2892,2021-02-12,BUY_24616,Australia,Textiles,4984,30356598,2584,None,0,0.65,0,Unknown,1,19106,0,0.09,Call,,1,1,1,1,-0.54
2893,2021-07-30,BUY_51413,Australia,Solar,,138923514,6882,IEC,0,0.84,0,Unknown,0,8373,1,0.27,,NA,0,0,1,1,-0.98
2894,2022-04-21,BUY_52657,Netherlands,Solar,,110762440,1619,None,1,0.59,0,0,0,14032,0,0.52,Email,0.21,1,1,1,1,-0.71
2895,2021-06-10,BUY_35408,UK,Pharmaceuticals,6666,52374798,5071,FDA,1,0.88,0,1,0,19420,0,0.41,,NA,0,1,0,0,-0.42
2896,2024-09-12,BUY_98407,Netherlands,Solar,,113204778,3544,UL,0,0.74,0,Unknown,0,9238,0,0.5,Email,,1,1,1,0,-0.27
2897,2021-10-21,BUY_54726,Australia,Chemicals,,174709459,1703,None,0,0.61,1,Unknown,1,5414,1,0.76,LinkedIn,0.14,1,0,0,0,-0.11
2898,2021-08-26,BUY_73735,Italy,Electronics,,166134117,5242,None,0,0.1,1,0,0,1455,0,0.84,Call,NA,1,1,0,0,-0.96
2899,2024-02-12,BUY_21762,Netherlands,Chemicals,3413,105990568,3479,None,0,0.94,1,Unknown,1,13055,1,0.45,WhatsApp,0.99,1,0,1,1,0.6
2900,2023-12-17,BUY_33038,UAE,Textiles,,134161307,185,None,0,0.51,1,0,0,10246,1,0.16,Email,NA,0,0,1,0,0.84
2901,2024-05-08,BUY_51278,Netherlands,IT Software,,123570376,3557,ISO27001,1,0.74,0,0,0,9760,0,0.44,,0.13,1,1,1,1,-0.05
2902,2024-04-18,BUY_91082,Germany,Engineering,,190367198,2406,CE,1,0.74,0,1,1,9510,0,0,,NA,1,0,0,0,-0.2
2903,2021-01-11,,Singapore,Solar,6328,3009328,5498,None,1,0.88,1,Unknown,1,13014,0,0.79,Email,NA,0,1,1,1,-0.53
2904,2023-06-24,BUY_37051,UAE,IT Software,,174266258,6752,SOC2,0,0.8,1,1,0,6940,0,0.87,WhatsApp,0.13,0,1,0,1,-0.96
2905,2021-08-21,BUY_56277,Germany,Machinery,354,49700829,6550,ISO9001,1,0.02,1,Unknown,1,6288,1,0.5,Email,NA,0,0,1,1,-0.82
2906,2021-03-15,BUY_16579,Germany,Auto Parts,3187,42233719,1791,ISO9001,0,0.94,1,Unknown,0,2402,1,0.46,Call,,1,0,0,0,0.16
2907,2022-03-31,BUY_98542,UK,Chemicals,325,14213413,1661,REACH,1,0.04,0,1,0,3088,0,0.51,,,0,0,0,0,0.33
2908,2022-03-02,BUY_94608,Canada,Medical Devices,,176779134,1456,ISO9001,1,0.1,1,1,1,5365,1,0.53,Call,,1,1,1,1,0.87
2909,2024-07-04,BUY_33438,Singapore,Textiles,,59582716,4444,None,1,0.42,1,Unknown,1,753,1,0.92,,0.23,1,1,0,0,0.58
2910,2022-08-29,,Japan,Medical Devices,,120820754,1296,ISO9001,0,0.29,1,Unknown,0,7814,1,0.86,Call,NA,1,0,1,1,0.2
2911,2021-02-09,BUY_28868,Singapore,Chemicals,,71123899,1038,REACH,0,0.56,0,1,0,12639,1,0.83,LinkedIn,NA,1,0,0,0,-0.71
2912,2024-07-31,BUY_32947,Italy,Medical Devices,3679,73551076,4632,None,0,0.37,0,1,1,17278,0,0.98,,0.67,1,0,0,0,-0.11
2913,2023-06-22,,Singapore,Pharmaceuticals,5771,21065984,2264,EU-GMP,0,0.79,1,1,0,17766,0,0.21,LinkedIn,0.66,1,1,1,0,0.29
2914,2024-11-25,BUY_17587,Australia,Chemicals,1724,34983922,6694,None,1,0.33,0,1,0,13094,0,0.76,,,1,1,0,1,-0.21
2915,2023-12-07,BUY_40078,UAE,Machinery,,68841484,4810,ISO9001,0,0.05,1,0,0,455,0,0.8,WhatsApp,0.24,1,1,0,0,0.37
2916,2024-10-22,BUY_22523,Germany,Solar,3173,146034280,6704,IEC,0,0.22,0,0,0,19623,0,0.42,WhatsApp,,1,1,0,1,-0.83
2917,2021-12-23,BUY_44564,Japan,Chemicals,52,108355518,3897,REACH,1,0.58,1,1,0,8393,0,0.94,Email,0.48,0,0,1,0,-0.03
2918,2021-04-23,BUY_71218,USA,Engineering,,182507751,4979,ISO9001,0,0.46,0,1,0,9081,0,0.82,Email,0.16,0,0,0,1,0.77
2919,2023-09-24,BUY_18485,Singapore,Medical Devices,1207,105977041,1288,None,0,0.62,1,0,0,8938,0,0.73,LinkedIn,,0,1,0,0,0.59
2920,2023-03-23,BUY_54678,Australia,Medical Devices,,47577598,5881,ISO9001,1,0.93,1,0,0,12835,1,0.81,,,1,0,1,1,0
2921,2023-04-10,BUY_89951,Australia,Electronics,,24850825,2343,None,1,0.25,1,0,0,9937,0,0.75,WhatsApp,NA,0,0,0,1,0.63
2922,2024-10-13,BUY_89273,France,Chemicals,5614,101234279,3155,ISO14001,1,0.55,1,0,1,8038,1,0.23,Email,,1,0,0,1,0.23
2923,2024-03-30,BUY_93957,USA,Solar,5525,92354191,935,IEC,1,0.56,1,1,0,5050,0,0.12,LinkedIn,NA,0,1,1,0,0.56
2924,2023-04-02,BUY_73035,Singapore,Solar,6243,1179177,288,None,1,0.38,0,0,1,2285,1,0.95,WhatsApp,NA,0,1,1,1,0.73
2925,2024-01-07,BUY_69724,France,Machinery,,37391850,3105,None,1,0.19,1,Unknown,1,2028,1,0.17,LinkedIn,,0,0,1,0,-0.2
2926,2021-05-18,BUY_54987,Canada,Engineering,1404,67533242,908,CE,0,0.89,0,Unknown,1,13259,0,0.85,,NA,1,0,1,0,0.07
2927,2021-05-16,BUY_42397,Italy,Machinery,,190819148,6527,None,0,0.25,1,1,1,19248,1,0.69,,NA,1,1,0,0,-0.16
2928,2023-06-09,BUY_53957,Netherlands,Pharmaceuticals,,145865197,4453,None,0,0.96,0,1,0,7274,0,0.85,LinkedIn,,0,1,0,1,-0.86
2929,2021-06-28,BUY_41266,UK,Auto Parts,4568,30533299,727,ISO9001,1,0.32,1,Unknown,1,11026,1,0.38,LinkedIn,NA,0,0,0,0,0.73
2930,2023-01-18,BUY_10585,UK,Medical Devices,7734,130027420,2567,ISO9001,0,0.26,1,1,0,2565,0,0.9,WhatsApp,0.2,0,1,0,0,0.03
2931,2024-09-12,BUY_15166,USA,Machinery,5574,127822021,3036,None,0,0.61,0,1,0,5895,1,0.18,,NA,1,0,0,1,0.55
2932,2022-04-03,BUY_72661,France,Machinery,872,149098778,5951,None,0,0.31,0,0,1,16026,0,0.21,,NA,0,1,0,0,-0.2
2933,2021-10-06,,Canada,Engineering,,9909517,6190,CE,1,0.95,0,Unknown,0,4195,0,0.07,Call,NA,0,1,1,1,0.17
2934,2022-08-29,BUY_40806,France,Solar,,49829125,4204,TUV,0,0.16,0,1,0,4009,1,0.86,,,0,0,1,0,0.32
2935,2023-12-12,BUY_47435,France,Solar,2055,130376021,6867,IEC,0,0.51,1,0,1,18969,0,0.51,LinkedIn,NA,1,1,1,1,-0.2
2936,2022-09-11,BUY_26838,Australia,Electronics,7124,13175105,782,ISO9001,0,0.34,0,0,1,19866,0,0.73,WhatsApp,NA,0,1,0,1,-1
2937,2023-10-20,BUY_48876,Singapore,Chemicals,,191730175,4241,RoHS,0,0.36,1,Unknown,1,14937,1,0.96,Call,NA,1,0,1,0,0.68
2938,2023-12-02,BUY_18301,Germany,Medical Devices,,34718176,5557,None,0,0.03,1,Unknown,0,15792,1,0.52,LinkedIn,,1,1,0,1,-0.92
2939,2022-09-06,BUY_49357,Canada,Chemicals,1664,77476494,5830,ISO14001,0,0.97,1,1,0,12129,0,0.57,,,1,0,1,0,-0.52
2940,2022-04-27,,Australia,Solar,4884,120854631,1866,None,0,0.86,0,1,0,11727,1,0.4,Email,NA,1,0,1,0,-0.15
2941,2024-03-31,BUY_44886,Canada,Chemicals,3378,31656489,5041,None,1,0.28,1,1,1,1347,0,0.26,LinkedIn,0.19,1,0,0,0,-0.4
2942,2021-06-14,,Germany,Textiles,,129656337,4077,ISO9001,1,0.17,1,Unknown,0,1407,0,0.08,WhatsApp,NA,1,0,1,1,0.92
2943,2021-11-27,BUY_77877,Japan,Electronics,6321,11574520,4377,ISO9001,1,0.57,1,0,0,7352,1,0.77,WhatsApp,NA,0,0,1,0,0.87
2944,2023-08-20,BUY_47016,France,Textiles,,189365096,2421,None,0,0.21,1,1,1,3585,0,1,LinkedIn,0.87,0,0,0,1,-0.46
2945,2022-11-04,BUY_21785,Germany,Chemicals,4361,58660102,4424,RoHS,0,0.19,0,Unknown,1,4579,0,0.55,LinkedIn,NA,1,0,0,0,0.27
2946,2022-07-14,,France,Electronics,,25073873,3491,None,0,0.57,1,0,1,9258,0,0.22,WhatsApp,0.47,0,1,0,1,0.36
2947,2024-06-22,BUY_44080,Netherlands,Electronics,6775,44836878,1519,ISO9001,1,0.17,0,1,0,867,1,0.88,,0.43,0,0,1,1,-0.5
2948,2024-04-07,BUY_96723,UK,IT Software,,10888357,540,ISO27001,0,0.2,1,1,0,2849,0,0.83,Email,0.27,1,1,0,1,0.35
2949,2023-02-18,BUY_90485,France,Medical Devices,,99173350,448,None,0,0.56,0,1,0,4117,1,0.77,Call,0.36,0,1,0,0,0.52
2950,2021-11-09,BUY_67639,Canada,Pharmaceuticals,,177019902,536,None,0,0.27,1,0,0,2049,1,0.75,Email,,1,1,1,0,0.49
2951,2021-02-12,BUY_50068,USA,IT Software,4517,135241621,3879,GDPR,1,0.76,0,1,1,1343,0,0.13,WhatsApp,0.69,0,0,0,1,-0.31
2952,2023-03-11,BUY_39803,Australia,Auto Parts,,37935978,5922,None,0,0.16,0,Unknown,0,17913,0,0.96,,NA,1,0,1,1,-0.41
2953,2023-12-02,BUY_38493,France,Machinery,,151527338,4174,ISO9001,0,0.12,1,0,1,17645,0,0.56,Call,NA,1,1,1,0,-0.07
2954,2022-10-17,BUY_24286,Germany,Electronics,7406,11308168,1128,None,0,0.5,0,Unknown,0,8099,1,0.78,Email,0.97,1,0,0,0,-0.49
2955,2023-02-27,BUY_90533,Japan,Electronics,,117020960,1914,ISO9001,0,0.76,1,1,0,9602,1,0.1,Email,NA,0,0,0,0,-0.66
2956,2023-04-05,BUY_20164,France,Textiles,,193290758,3008,None,1,0.42,0,1,1,360,1,0.9,Call,0.64,1,1,1,1,-0.92
2957,2021-04-24,BUY_31695,France,Engineering,6466,125724515,2524,CE,0,0.96,0,Unknown,1,8201,0,0.27,WhatsApp,NA,1,0,1,0,-0.39
2958,2023-05-04,BUY_75096,Canada,Textiles,4535,19180208,5377,ISO9001,0,0.25,0,0,0,11297,1,0.19,Call,NA,1,0,1,1,-0.35
2959,2024-05-23,BUY_26487,Netherlands,Machinery,3717,30368490,5205,ISO9001,1,0.09,0,Unknown,1,16059,0,0.74,WhatsApp,0.55,0,0,0,1,-0.61
2960,2023-06-06,BUY_37331,Canada,Medical Devices,,28131890,2405,None,1,0.38,0,0,1,6570,0,0.36,WhatsApp,NA,0,0,1,0,0.98
2961,2021-08-19,BUY_47336,USA,Engineering,,5090652,6535,ISO9001,1,0.07,1,0,1,610,0,0.06,Email,,1,0,0,1,0.5
2962,2022-09-06,BUY_97362,Japan,Textiles,861,80172314,725,ISO9001,1,0.37,0,Unknown,1,16662,0,0.83,Call,NA,1,1,0,1,0.62
2963,2022-05-13,BUY_81422,France,Textiles,5701,160748795,729,ISO9001,0,0.78,1,0,0,5346,1,0.77,,NA,1,1,1,1,-0.21
2964,2022-01-13,BUY_62925,Australia,Auto Parts,,30912754,4622,None,0,0.86,1,Unknown,1,11204,1,0.71,WhatsApp,,1,0,0,0,-0.82
2965,2022-11-05,BUY_19735,Japan,Solar,6031,195100875,932,None,0,0.32,1,0,0,8229,0,0.01,WhatsApp,,1,0,1,0,0.16
2966,2021-09-19,BUY_47387,USA,Medical Devices,,61084947,5072,ISO9001,0,0.91,0,0,1,5327,1,0.3,Call,,1,0,0,0,0.85
2967,2024-10-10,BUY_93868,UK,Textiles,5445,104125386,2991,ISO9001,1,0.66,0,0,0,854,0,0.98,,0.8,1,0,0,1,-0.18
2968,2022-11-03,BUY_82563,Japan,Machinery,6486,164821545,4969,None,1,0.43,0,Unknown,0,5311,0,0.4,,,1,0,0,1,0.56
2969,2022-10-29,,Italy,Textiles,4798,70165978,4472,ISO9001,1,0.91,0,Unknown,1,12397,1,0.36,,,1,0,1,0,0.47
2970,2021-11-27,BUY_64139,UAE,Electronics,,135809689,6245,None,0,0.88,0,1,0,2544,1,0.07,WhatsApp,0.15,0,1,1,0,-0.94
2971,2023-12-20,BUY_73141,USA,Pharmaceuticals,,94650578,955,None,1,0.87,0,1,1,3822,1,0.72,WhatsApp,NA,1,0,0,1,-0.64
2972,2021-10-02,BUY_72096,Germany,Solar,,107120925,2494,IEC,1,0.49,1,1,1,12088,1,0.04,,0.01,0,0,1,1,-0.1
2973,2023-12-27,BUY_65781,Japan,IT Software,4534,127694043,1925,ISO27001,1,0.53,1,1,1,2730,1,0.78,Call,,0,1,0,1,-0.37
2974,2023-12-14,BUY_44372,UAE,Medical Devices,,160826048,6465,ISO9001,1,0.04,1,Unknown,1,3635,0,0.95,WhatsApp,,0,0,1,0,-0.03
2975,2024-10-20,BUY_52275,France,Pharmaceuticals,,84431986,2700,FDA,0,0.5,0,1,0,5380,1,0.84,LinkedIn,NA,0,1,1,0,-0.42
2976,2023-06-25,BUY_77342,Italy,Engineering,,85152292,2264,ISO9001,1,0.44,1,1,0,8024,1,0.95,Email,0.1,1,0,0,1,0.25
2977,2021-02-22,BUY_20459,UAE,Pharmaceuticals,,121765247,5707,WHO-GMP,1,0.02,1,0,1,13784,0,0.03,,,0,1,0,1,-0.56
2978,2022-09-24,BUY_39831,Australia,Pharmaceuticals,4547,138241902,625,FDA,0,0.05,1,1,0,16023,1,0.76,Email,,0,1,1,1,-0.17
2979,2024-06-25,BUY_10728,Australia,IT Software,6513,198032433,93,ISO27001,1,0.28,0,1,1,17823,0,0.87,LinkedIn,0.73,1,0,0,1,-0.72
2980,2024-05-18,BUY_57829,France,Textiles,934,179774006,5003,None,0,0.99,1,0,0,5290,0,0.7,Call,NA,0,0,1,1,-0.26
2981,2022-06-28,BUY_81184,Netherlands,Electronics,835,55307567,6103,None,0,0.75,0,0,0,11331,0,0.34,WhatsApp,NA,1,1,0,1,0.43
2982,2022-11-16,BUY_74188,UAE,Engineering,837,12453146,1704,ISO14001,1,0.07,0,1,1,7762,1,0.09,,0.8,1,1,1,0,0.66
2983,2022-11-11,BUY_91052,Germany,Engineering,42,11492117,5444,None,1,0.87,0,1,1,504,1,0.14,,NA,1,0,1,1,0.92
2984,2021-07-22,BUY_85899,Singapore,Chemicals,,158887574,3807,ISO14001,0,0.47,1,1,1,17756,1,0.6,,NA,1,1,1,0,0.73
2985,2021-08-15,BUY_79445,UK,Solar,,124329107,6422,UL,0,0.62,0,1,1,12996,1,0.87,LinkedIn,NA,1,0,1,0,-0.65
2986,2024-03-29,BUY_49754,Canada,Textiles,3146,119104588,3607,ISO9001,0,0.21,1,0,1,7348,1,1,Email,,0,0,1,0,-0.89
2987,2023-04-18,BUY_56532,Italy,Medical Devices,4284,121273839,1197,ISO9001,0,0.35,0,1,0,11674,0,0.61,,0.96,0,1,0,0,0.42
2988,2021-08-07,BUY_61585,Italy,Solar,2298,192615443,4878,UL,0,0.6,0,1,1,6555,1,0.74,WhatsApp,NA,0,1,0,0,-0.21
2989,2023-10-31,,Netherlands,Textiles,953,55405225,6427,None,1,0.36,0,1,0,2235,1,0.05,LinkedIn,,1,1,1,1,0.55
2990,2021-03-03,BUY_42309,USA,Pharmaceuticals,,168626173,2267,FDA,1,0.56,0,0,1,2649,0,0.82,WhatsApp,,1,1,1,0,0.24
2991,2021-08-10,BUY_17625,Germany,Medical Devices,6668,137432402,5055,ISO9001,1,0.61,1,Unknown,0,17826,1,0.63,LinkedIn,NA,1,0,0,1,-0.57
2992,2021-09-12,BUY_46076,Japan,Medical Devices,,104263439,3450,ISO9001,0,0.12,0,Unknown,1,6032,0,0.09,WhatsApp,,0,1,0,1,0.42
2993,2024-11-26,BUY_59731,Netherlands,Electronics,,42989279,2362,ISO9001,1,0.65,1,0,1,2843,0,0.63,Email,NA,1,0,0,0,-0.18
2994,2021-03-27,BUY_66931,Australia,Textiles,,191698866,2503,None,1,0.92,0,0,1,18066,0,0.5,LinkedIn,,0,1,1,1,0.73
2995,2022-12-18,BUY_50119,France,Medical Devices,2938,39987122,176,None,1,0.9,0,Unknown,1,5870,0,0.93,Email,NA,1,1,0,0,-0.54
2996,2023-06-07,BUY_36848,France,Engineering,7092,88176044,2230,ISO14001,1,0.72,1,0,1,6338,1,0.07,Call,0.18,1,0,1,1,0.61
2997,2023-08-08,BUY_64450,Netherlands,Solar,,80283614,2636,TUV,1,0.83,1,Unknown,0,1266,1,0.09,WhatsApp,0.55,0,1,0,1,-0.79
2998,2021-07-13,BUY_30689,UK,Pharmaceuticals,7994,43659770,5325,None,1,0.82,1,0,0,5342,1,0.71,Email,,1,0,0,0,0.19
2999,2023-02-12,BUY_12795,Singapore,Electronics,6759,1300976,2550,None,1,0.2,1,0,0,12589,0,0.17,Call,,0,0,1,0,-0.77
3000,2024-12-30,BUY_36986,Canada,Auto Parts,,164457922,6272,ISO9001,1,0.51,1,Unknown,1,16802,1,0.07,,,1,0,1,0,0.38
3001,2024-06-14,BUY_63343,Australia,Chemicals,,80388859,6718,REACH,1,0.46,0,1,1,2640,1,0.78,,0.19,1,0,1,1,-0.36
3002,2021-02-06,BUY_25033,Italy,Solar,861,199612117,4226,UL,1,0.49,1,1,0,117,1,0.8,,0.8,1,0,0,0,0.16
3003,2023-07-11,BUY_31293,Canada,Electronics,252,49573194,5354,None,0,0.52,0,0,1,8990,1,1,LinkedIn,,1,0,1,0,-0.29
3004,2023-03-21,BUY_57343,Canada,Solar,,91517209,3448,IEC,1,0.62,1,0,1,16936,0,0.4,WhatsApp,0.51,1,0,1,0,-0.65
3005,2023-12-20,BUY_46727,Germany,Electronics,4909,159492732,3234,ISO9001,0,0.67,0,Unknown,1,13521,0,0.13,,,0,0,0,1,0.37
3006,2023-12-06,BUY_33856,Singapore,Textiles,6631,179888831,4309,None,1,0.2,1,Unknown,0,10877,1,0.9,Email,NA,0,1,1,1,-0.43
3007,2023-04-22,BUY_68117,France,Medical Devices,,145902404,6454,None,0,0.59,0,Unknown,1,12049,0,0.51,Email,0.48,1,1,0,1,0.45
3008,2022-05-27,,Italy,Electronics,,150063810,5858,None,0,0.68,1,0,1,15408,1,0.4,Email,,1,1,0,0,-0.02
3009,2023-08-13,BUY_60352,UAE,Machinery,7712,188217554,320,None,1,0.07,1,Unknown,0,3337,0,0.97,Call,0.41,0,0,0,0,-0.67
3010,2022-11-16,BUY_72787,UAE,Electronics,2140,159009352,931,ISO9001,0,0.35,1,1,1,18563,0,0.84,LinkedIn,NA,0,1,1,0,0.57
3011,2022-07-29,BUY_95148,France,Machinery,,158146746,5281,ISO9001,1,0.84,1,0,1,5555,1,0.33,Call,0.09,1,0,0,1,0.19
3012,2024-02-05,BUY_95880,Italy,Medical Devices,5969,183794995,5082,None,0,0.36,0,Unknown,0,16304,1,0.65,LinkedIn,,0,1,0,1,-0.84
3013,2021-08-10,BUY_64990,Germany,Machinery,,35068658,5600,ISO9001,1,0.98,0,Unknown,1,2763,1,0.87,LinkedIn,NA,1,1,1,0,0.76
3014,2024-08-20,BUY_17207,UK,IT Software,4726,160235169,1566,None,1,0.77,1,1,1,12574,0,0.08,Call,,1,0,1,1,-0.84
